customer_id,age,tenure_months,monthly_charges,total_charges,usage_minutes,support_tickets,last_login_days,contract_type,payment_method,churn
855,51,56,67.22,3764.32,459,2,35,Two Year,Debit Card,0
856,45,34,70.05,2381.7,569,2,52,Two Year,Debit Card,0
857,48,9,91.98,827.82,375,1,11,Two Year,UPI,0
858,25,22,82.96,1825.12,490,0,19,One Year,Credit Card,0
859,56,13,30.97,402.61,491,1,28,Month-to-Month,UPI,0
860,43,25,19.18,479.5,566,1,13,One Year,Debit Card,0
861,51,48,112.12,5381.76,639,1,47,Month-to-Month,UPI,1
862,20,18,88.36,1590.48,702,0,4,Two Year,Credit Card,0
863,67,51,60.26,3073.26,410,2,57,Month-to-Month,Credit Card,1
864,29,12,123.17,1478.04,260,1,47,Month-to-Month,Credit Card,1
865,18,40,64.33,2573.2,470,1,26,Two Year,Credit Card,0
866,61,17,121.44,2064.48,309,1,3,Month-to-Month,Debit Card,0
867,22,15,52.81,792.15,828,2,28,Month-to-Month,Net Banking,1
868,47,42,20.2,848.4,395,0,2,Month-to-Month,Debit Card,0
869,47,15,140.57,2108.55,567,2,32,One Year,Debit Card,0
870,34,15,65.24,978.6,612,2,29,One Year,Debit Card,0
871,65,55,120.98,6653.9,540,1,35,One Year,Debit Card,0
872,64,39,49.08,1914.12,749,0,8,Two Year,UPI,0
873,40,13,100.49,1306.37,475,6,0,Month-to-Month,Credit Card,1
874,32,17,132.26,2248.42,399,1,47,Month-to-Month,Net Banking,1
875,54,32,15.83,506.56,393,2,22,One Year,Net Banking,0
876,38,9,126.29,1136.61,590,2,2,One Year,Net Banking,0
877,31,40,89.99,3599.6,477,0,31,Month-to-Month,Debit Card,1
878,19,20,95.05,1901.0,393,1,23,Month-to-Month,Credit Card,0
879,28,26,83.24,2164.24,552,1,5,Month-to-Month,Credit Card,0
880,68,27,132.43,3575.61,585,1,12,Month-to-Month,Net Banking,1
881,56,21,16.08,337.68,532,1,48,Month-to-Month,Net Banking,1
882,55,18,46.54,837.72,607,2,14,Month-to-Month,Debit Card,1
883,51,13,132.61,1723.93,510,2,57,Month-to-Month,Net Banking,1
884,55,16,115.33,1845.28,428,0,52,Month-to-Month,Debit Card,1
885,67,9,12.47,112.23,597,1,29,One Year,Net Banking,0
886,51,12,82.38,988.56,393,3,11,Two Year,Credit Card,0
887,35,44,84.14,3702.16,364,0,39,Month-to-Month,Credit Card,1
888,47,38,66.12,2512.56,638,1,58,Month-to-Month,Credit Card,1
889,32,19,51.64,981.16,458,0,47,Two Year,UPI,0
890,44,7,105.44,738.08,699,0,34,Month-to-Month,Net Banking,1
891,68,57,39.09,2228.13,602,3,27,Two Year,UPI,0
892,51,35,121.85,4264.75,449,1,59,Month-to-Month,Credit Card,0
893,69,48,122.43,5876.64,558,1,3,Two Year,Net Banking,0
894,55,18,68.14,1226.52,803,1,6,Month-to-Month,UPI,1
895,50,16,49.7,795.2,590,0,46,Month-to-Month,Credit Card,1
896,41,55,49.74,2735.7,569,1,42,Two Year,Credit Card,0
897,32,39,77.52,3023.28,428,1,15,Two Year,Net Banking,0
898,47,4,110.74,442.96,721,0,21,Month-to-Month,Net Banking,1
899,59,59,60.24,3554.16,658,5,45,Two Year,Debit Card,1
900,68,25,95.41,2385.25,429,2,54,Month-to-Month,Net Banking,1
901,34,32,63.55,2033.6,725,1,44,One Year,Credit Card,0
902,22,40,52.63,2105.2,519,1,40,Month-to-Month,Debit Card,0
903,46,13,13.48,175.24,399,1,24,Month-to-Month,Debit Card,0
904,21,45,10.55,474.75,428,1,49,One Year,Net Banking,0
905,27,17,41.81,710.77,605,1,2,Month-to-Month,Credit Card,0
906,34,49,66.9,3278.1,399,2,51,Month-to-Month,UPI,1
907,27,37,129.18,4779.66,367,1,21,Month-to-Month,Credit Card,0
908,34,6,121.79,730.74,447,1,30,Month-to-Month,Credit Card,0
909,37,19,47.4,900.6,465,0,36,One Year,Net Banking,0
910,41,13,44.24,575.12,419,0,21,Month-to-Month,UPI,0
911,22,57,41.83,2384.31,445,2,26,One Year,Debit Card,0
912,51,26,57.49,1494.74,610,0,55,Month-to-Month,UPI,1
913,23,14,79.75,1116.5,530,1,1,Month-to-Month,Net Banking,0
914,19,31,71.41,2213.71,438,1,21,Month-to-Month,Credit Card,0
915,30,54,40.56,2190.24,448,0,56,One Year,Credit Card,0
916,60,4,28.26,113.04,484,2,52,Month-to-Month,UPI,1
917,60,39,11.76,458.64,491,2,16,Month-to-Month,UPI,0
918,65,8,31.55,252.4,491,0,47,Month-to-Month,Net Banking,1
919,28,25,108.75,2718.75,605,1,55,Two Year,UPI,0
920,68,13,44.11,573.43,523,0,19,Month-to-Month,Net Banking,1
921,64,32,75.6,2419.2,527,3,23,One Year,Debit Card,0
922,40,59,92.78,5474.02,671,6,44,Month-to-Month,UPI,0
923,33,38,134.16,5098.08,725,1,30,Month-to-Month,Credit Card,0
924,48,38,134.44,5108.72,352,2,51,Month-to-Month,UPI,1
925,28,56,114.4,6406.4,310,2,42,Month-to-Month,Credit Card,0
926,33,28,14.92,417.76,458,0,7,Month-to-Month,Debit Card,0
927,25,53,90.51,4797.03,593,0,56,Two Year,Debit Card,0
928,21,30,120.12,3603.6,545,0,52,Month-to-Month,UPI,0
929,57,3,12.42,37.26,626,2,4,Month-to-Month,Net Banking,0
930,21,28,86.96,2434.88,452,3,1,Month-to-Month,Credit Card,0
931,42,3,130.09,390.27,265,1,56,Month-to-Month,Debit Card,1
932,20,45,76.37,3436.65,335,2,58,Month-to-Month,UPI,0
933,49,54,10.57,570.78,567,2,3,Two Year,Debit Card,0
934,20,34,11.54,392.36,627,3,34,Month-to-Month,UPI,1
935,44,16,68.33,1093.28,271,0,33,One Year,Credit Card,0
936,46,22,31.7,697.4,669,2,2,Month-to-Month,UPI,0
937,49,32,103.02,3296.64,555,3,47,Month-to-Month,Credit Card,1
938,67,38,109.23,4150.74,491,0,19,Month-to-Month,Debit Card,0
939,68,8,34.9,279.2,424,0,8,Month-to-Month,Credit Card,1
940,36,55,134.39,7391.45,690,0,5,Month-to-Month,Credit Card,0
941,38,8,71.87,574.96,607,1,57,Month-to-Month,Net Banking,1
942,22,57,30.0,1710.0,558,1,46,Month-to-Month,Debit Card,0
943,35,6,117.0,702.0,412,1,4,One Year,Credit Card,0
944,45,14,120.6,1688.4,693,2,40,Month-to-Month,Net Banking,1
945,59,32,99.5,3184.0,503,3,55,One Year,Net Banking,0
946,39,35,129.49,4532.15,535,2,37,Month-to-Month,Credit Card,1
947,38,10,113.23,1132.3,508,0,34,Two Year,UPI,1
948,23,3,133.51,400.53,408,0,54,Month-to-Month,Credit Card,1
949,18,59,70.74,4173.66,538,3,30,Month-to-Month,UPI,0
950,22,12,114.66,1375.92,583,1,12,Two Year,Credit Card,0
951,58,49,149.97,7348.53,447,2,25,Month-to-Month,Debit Card,0
952,29,59,111.49,6577.91,528,0,21,Month-to-Month,Net Banking,0
953,43,31,25.99,805.69,507,0,31,Month-to-Month,Credit Card,1
954,63,29,82.56,2394.24,609,4,59,Month-to-Month,Credit Card,1
955,51,5,92.23,461.15,464,1,14,Two Year,Credit Card,0
956,66,52,34.39,1788.28,527,1,10,One Year,UPI,0
957,31,25,144.8,3620.0,552,0,15,One Year,Debit Card,0
958,43,41,34.58,1417.78,461,2,46,Two Year,Debit Card,1
959,62,31,34.86,1080.66,400,2,55,Month-to-Month,Credit Card,1
960,44,21,138.12,2900.52,420,1,59,Month-to-Month,Net Banking,1
961,26,58,75.13,4357.54,549,1,5,One Year,Net Banking,0
962,43,20,18.85,377.0,471,2,45,Month-to-Month,Credit Card,1
963,64,39,93.75,3656.25,470,0,10,Month-to-Month,UPI,0
964,39,22,94.26,2073.72,572,3,57,Month-to-Month,Net Banking,0
965,64,4,19.03,76.12,622,2,51,Two Year,Debit Card,0
966,47,13,146.15,1899.95,643,2,9,Month-to-Month,Net Banking,0
967,60,45,86.16,3877.2,426,1,15,One Year,Net Banking,0
968,65,42,88.37,3711.54,610,1,11,Month-to-Month,Credit Card,0
969,34,50,82.82,4141.0,750,0,6,Month-to-Month,Net Banking,1
970,43,49,95.5,4679.5,515,1,38,One Year,Credit Card,0
971,53,20,47.0,940.0,491,1,26,Two Year,Debit Card,0
972,18,52,50.21,2610.92,466,1,23,Month-to-Month,Net Banking,0
973,25,13,81.59,1060.67,372,0,49,Month-to-Month,Credit Card,0
974,66,17,122.94,2089.98,601,3,14,Month-to-Month,Credit Card,1
975,52,54,16.98,916.92,491,2,58,One Year,Debit Card,1
976,69,36,94.48,3401.28,482,2,5,Month-to-Month,Net Banking,0
977,32,33,122.95,4057.35,582,2,18,Month-to-Month,UPI,1
978,64,1,31.97,31.97,593,2,7,One Year,Net Banking,0
979,39,15,12.1,181.5,427,1,51,Month-to-Month,Credit Card,0
980,31,13,53.78,699.14,430,2,46,Month-to-Month,Credit Card,1
981,43,17,92.34,1569.78,425,2,35,Two Year,Debit Card,0
982,45,24,29.36,704.64,753,3,49,Two Year,Debit Card,0
983,40,58,69.66,4040.28,677,1,12,Two Year,UPI,0
984,31,8,87.33,698.64,584,0,53,Month-to-Month,UPI,0
985,41,50,93.84,4692.0,454,2,53,Two Year,Credit Card,0
986,19,27,48.42,1307.34,469,1,32,One Year,UPI,0
987,62,45,66.0,2970.0,543,3,31,Month-to-Month,UPI,1
988,43,23,118.97,2736.31,765,1,27,One Year,UPI,1
989,31,46,141.77,6521.42,534,2,39,Month-to-Month,Net Banking,1
990,68,8,130.66,1045.28,561,2,50,One Year,Net Banking,0
991,24,8,89.0,712.0,194,1,48,One Year,Credit Card,1
992,20,59,67.44,3978.96,530,1,9,One Year,Net Banking,0
993,64,26,56.61,1471.86,332,1,32,Month-to-Month,UPI,1
994,40,47,27.49,1292.03,441,0,0,One Year,UPI,0
995,63,59,24.92,1470.28,505,2,20,Month-to-Month,UPI,1
996,60,13,106.37,1382.81,463,0,4,Two Year,Net Banking,0
997,64,39,46.37,1808.43,423,1,0,One Year,Debit Card,0
998,62,37,45.65,1689.05,424,4,52,Month-to-Month,UPI,1
999,35,49,149.75,7337.75,474,1,54,Month-to-Month,UPI,1
1000,55,28,36.31,1016.68,469,3,20,One Year,Debit Card,0
1001,52,25,30.73,768.25,502,2,24,Month-to-Month,Debit Card,1
1002,68,16,23.82,381.12,493,1,19,One Year,Credit Card,0
1003,32,55,91.17,5014.35,653,3,44,Month-to-Month,Credit Card,0
1004,42,2,97.9,195.8,254,1,8,One Year,Net Banking,0
1005,54,54,61.13,3301.02,529,2,15,Month-to-Month,Debit Card,1
1006,45,18,84.96,1529.28,508,0,27,Month-to-Month,Credit Card,1
1007,27,17,120.38,2046.46,483,2,39,Two Year,UPI,0
1008,56,30,124.53,3735.9,415,1,45,One Year,Credit Card,1
1009,34,39,144.11,5620.29,482,2,48,Month-to-Month,UPI,1
1010,56,13,125.4,1630.2,303,2,35,Two Year,UPI,1
1011,39,32,89.08,2850.56,524,0,38,Month-to-Month,UPI,1
1012,43,50,35.15,1757.5,546,1,48,One Year,Net Banking,0
1013,61,29,23.97,695.13,415,0,59,Month-to-Month,Debit Card,0
1014,42,46,17.63,810.98,732,0,23,Month-to-Month,Net Banking,0
1015,34,30,103.31,3099.3,485,0,15,Month-to-Month,Credit Card,1
1016,30,18,123.06,2215.08,505,1,13,Month-to-Month,Credit Card,1
1017,37,13,81.22,1055.86,660,0,47,Two Year,Debit Card,0
1018,42,43,17.66,759.38,757,2,58,Two Year,Debit Card,1
1019,21,21,84.97,1784.37,365,1,33,Month-to-Month,Credit Card,0
1020,27,30,141.0,4230.0,430,1,23,Month-to-Month,Debit Card,1
1021,20,21,93.67,1967.07,487,1,46,Two Year,Debit Card,0
1022,58,48,123.32,5919.36,410,0,10,Month-to-Month,UPI,1
1023,62,55,122.02,6711.1,601,1,44,Month-to-Month,Net Banking,1
1024,35,17,140.5,2388.5,397,3,35,Month-to-Month,Net Banking,1
1025,64,40,117.83,4713.2,651,0,55,Month-to-Month,Net Banking,1
1026,53,19,114.68,2178.92,574,2,0,Month-to-Month,UPI,0
1027,64,52,42.77,2224.04,639,2,46,One Year,UPI,0
1028,39,15,18.39,275.85,398,2,11,Month-to-Month,Debit Card,0
1029,51,9,82.46,742.14,453,1,20,Two Year,Debit Card,0
1030,64,52,27.42,1425.84,607,1,8,Month-to-Month,UPI,0
1031,25,10,144.71,1447.1,585,1,38,Month-to-Month,UPI,1
1032,57,44,50.59,2225.96,465,3,2,Month-to-Month,Credit Card,0
1033,66,31,129.41,4011.71,482,0,15,One Year,UPI,0
1034,61,53,64.27,3406.31,447,3,3,Month-to-Month,UPI,1
1035,36,23,55.25,1270.75,479,1,25,Month-to-Month,Net Banking,0
1036,59,52,140.92,7327.84,384,1,54,One Year,Credit Card,1
1037,58,30,60.87,1826.1,364,0,45,Month-to-Month,Net Banking,0
1038,54,33,64.64,2133.12,620,2,53,One Year,Net Banking,0
1039,23,57,24.85,1416.45,475,1,12,Two Year,Credit Card,0
1040,69,52,103.86,5400.72,638,1,19,Month-to-Month,Credit Card,1
1041,43,9,50.44,453.96,571,2,18,Month-to-Month,Credit Card,1
1042,51,54,91.98,4966.92,537,0,26,Month-to-Month,Debit Card,0
1043,62,47,92.79,4361.13,414,0,1,One Year,Credit Card,0
1044,23,1,110.69,110.69,354,2,9,Month-to-Month,Net Banking,1
1045,54,44,114.33,5030.52,445,2,59,One Year,Credit Card,1
1046,50,35,82.02,2870.7,683,0,24,One Year,Debit Card,0
1047,39,11,56.34,619.74,606,1,18,Month-to-Month,Net Banking,1
1048,38,34,127.24,4326.16,433,0,14,One Year,Credit Card,1
1049,23,16,53.38,854.08,446,1,38,Month-to-Month,Credit Card,1
1050,23,9,81.05,729.45,388,2,46,Month-to-Month,Net Banking,1
1051,65,32,66.18,2117.76,314,1,48,One Year,Net Banking,1
1052,21,15,129.71,1945.65,512,0,23,Month-to-Month,Credit Card,1
1053,47,12,70.47,845.64,707,3,15,Month-to-Month,Debit Card,0
1054,28,33,64.05,2113.65,708,1,16,One Year,Net Banking,0
1055,47,45,106.58,4796.1,572,0,59,One Year,UPI,0
1056,48,14,94.34,1320.76,427,2,15,Month-to-Month,Credit Card,0
1057,41,57,25.01,1425.57,326,0,17,One Year,Net Banking,0
1058,26,57,81.14,4624.98,625,0,48,Month-to-Month,Net Banking,1
1059,20,8,112.97,903.76,553,2,3,Two Year,Credit Card,0
1060,68,8,148.89,1191.12,462,1,1,One Year,Credit Card,1
1061,48,27,98.08,2648.16,442,0,48,Month-to-Month,Credit Card,1
1062,57,12,61.84,742.08,572,2,48,Month-to-Month,Debit Card,0
1063,54,1,41.66,41.66,400,0,30,One Year,UPI,0
1064,53,43,132.2,5684.6,528,0,1,Two Year,Net Banking,0
1065,41,40,124.04,4961.6,353,1,53,Month-to-Month,Credit Card,1
1066,48,42,42.75,1795.5,767,1,1,Month-to-Month,Credit Card,0
1067,23,51,38.09,1942.59,417,0,14,Month-to-Month,Debit Card,1
1068,19,11,110.12,1211.32,577,1,59,Month-to-Month,UPI,0
1069,37,39,54.09,2109.51,356,3,59,One Year,Net Banking,1
1070,45,43,52.9,2274.7,480,1,47,Month-to-Month,UPI,1
1071,28,31,31.32,970.92,606,2,42,One Year,UPI,0
1072,21,17,46.96,798.32,632,1,28,Two Year,Credit Card,0
1073,32,33,69.85,2305.05,591,5,33,Two Year,Credit Card,0
1074,23,32,112.6,3603.2,483,0,39,Month-to-Month,Credit Card,1
1075,66,58,57.08,3310.64,420,1,31,One Year,Debit Card,0
1076,47,29,56.0,1624.0,370,1,20,Two Year,Debit Card,0
1077,55,21,49.89,1047.69,680,1,29,Month-to-Month,Debit Card,0
1078,68,21,76.96,1616.16,512,1,23,Month-to-Month,Credit Card,1
1079,19,40,35.29,1411.6,534,0,43,Two Year,Credit Card,1
1080,32,23,77.99,1793.77,639,3,13,Month-to-Month,Credit Card,1
1081,28,56,108.58,6080.48,570,0,27,Two Year,UPI,0
1082,25,6,14.17,85.02,484,0,13,Month-to-Month,Debit Card,0
1083,43,22,11.37,250.14,589,0,55,Month-to-Month,Debit Card,0
1084,68,50,20.52,1026.0,425,0,43,Month-to-Month,UPI,1
1085,62,38,84.99,3229.62,313,0,33,Month-to-Month,Net Banking,1
1086,61,37,129.62,4795.94,669,5,13,Month-to-Month,UPI,0
1087,22,45,10.68,480.6,435,0,54,Month-to-Month,UPI,1
1088,23,51,141.13,7197.63,463,0,24,Month-to-Month,Credit Card,0
1089,43,54,24.88,1343.52,474,4,11,Month-to-Month,Net Banking,1
1090,21,8,127.88,1023.04,427,1,55,Month-to-Month,UPI,1
1091,36,41,77.6,3181.6,632,3,40,One Year,Net Banking,0
1092,37,49,102.31,5013.19,544,0,39,Month-to-Month,Net Banking,0
1093,50,35,81.5,2852.5,463,2,19,One Year,Credit Card,0
1094,37,51,76.79,3916.29,346,0,47,One Year,Net Banking,1
1095,66,11,126.89,1395.79,536,2,41,Month-to-Month,Credit Card,0
1096,29,24,115.82,2779.68,205,1,6,Month-to-Month,Debit Card,1
1097,64,49,77.68,3806.32,527,0,14,Two Year,UPI,0
1098,18,21,25.63,538.23,661,0,56,One Year,Credit Card,0
1099,43,51,26.16,1334.16,507,3,8,Month-to-Month,Credit Card,0
1100,31,2,122.22,244.44,644,2,3,One Year,UPI,0
1101,55,40,84.11,3364.4,352,1,30,Month-to-Month,Credit Card,1
1102,54,19,77.42,1470.98,744,3,22,Month-to-Month,Net Banking,1
1103,28,39,105.28,4105.92,631,1,5,Month-to-Month,Credit Card,1
1104,53,28,130.24,3646.72,557,2,27,Month-to-Month,Credit Card,1
1105,30,59,98.04,5784.36,428,3,11,Two Year,Net Banking,0
1106,60,17,116.8,1985.6,408,1,46,Two Year,UPI,0
1107,20,6,117.14,702.84,491,2,50,One Year,Credit Card,1
1108,50,19,59.88,1137.72,644,1,57,Month-to-Month,Debit Card,1
1109,23,56,48.37,2708.72,342,4,21,Month-to-Month,UPI,0
1110,67,38,122.16,4642.08,501,3,23,Month-to-Month,Debit Card,1
1111,27,28,62.81,1758.68,588,0,33,Month-to-Month,Debit Card,0
1112,22,2,136.47,272.94,611,0,59,Month-to-Month,Debit Card,0
1113,40,38,19.76,750.88,587,1,18,Month-to-Month,Credit Card,1
1114,27,55,18.15,998.25,329,2,23,Month-to-Month,Net Banking,0
1115,61,37,139.78,5171.86,635,2,19,Two Year,Credit Card,0
1116,19,51,100.78,5139.78,508,0,51,Two Year,Debit Card,0
1117,30,52,63.14,3283.28,369,1,33,Month-to-Month,Debit Card,0
1118,57,4,115.71,462.84,497,0,46,One Year,Net Banking,1
1119,19,22,104.13,2290.86,264,3,26,Month-to-Month,UPI,1
1120,37,26,84.37,2193.62,569,2,57,Month-to-Month,Debit Card,0
1121,18,49,23.84,1168.16,484,1,43,Two Year,Credit Card,1
1122,54,43,123.71,5319.53,347,1,28,One Year,Debit Card,0
1123,26,36,131.24,4724.64,465,0,0,Month-to-Month,Debit Card,1
1124,34,58,34.1,1977.8,415,1,54,Month-to-Month,UPI,1
1125,26,13,129.07,1677.91,422,0,45,Two Year,Net Banking,0
1126,28,52,132.9,6910.8,228,0,35,Month-to-Month,Debit Card,1
1127,32,58,86.92,5041.36,299,0,53,Month-to-Month,UPI,0
1128,41,32,101.87,3259.84,472,2,55,Two Year,UPI,0
1129,55,17,63.51,1079.67,451,2,42,Month-to-Month,Debit Card,1
1130,52,41,49.45,2027.45,616,0,38,Month-to-Month,Debit Card,1
1131,47,36,111.08,3998.88,424,1,44,Month-to-Month,Net Banking,1
1132,48,55,130.66,7186.3,436,0,45,Two Year,Credit Card,0
1133,66,46,101.57,4672.22,442,2,6,One Year,Credit Card,0
1134,22,19,81.62,1550.78,476,2,53,Month-to-Month,Net Banking,1
1135,61,58,32.25,1870.5,510,0,42,Month-to-Month,UPI,1
1136,67,35,17.48,611.8,451,3,19,Month-to-Month,UPI,0
1137,31,46,72.4,3330.4,568,0,19,Month-to-Month,Net Banking,0
1138,28,40,16.91,676.4,776,0,24,Month-to-Month,Credit Card,0
1139,26,56,89.71,5023.76,400,1,42,Month-to-Month,UPI,1
1140,51,59,63.58,3751.22,547,1,20,Month-to-Month,Credit Card,0
1141,29,28,116.01,3248.28,503,0,8,Two Year,UPI,0
1142,52,1,52.79,52.79,625,0,26,Month-to-Month,Credit Card,0
1143,52,42,93.02,3906.84,524,1,27,Month-to-Month,Net Banking,0
1144,18,18,85.28,1535.04,412,0,24,Month-to-Month,Credit Card,0
1145,57,48,10.66,511.68,360,0,35,One Year,UPI,0
1146,39,40,20.13,805.2,573,2,33,Month-to-Month,UPI,1
1147,46,33,50.65,1671.45,369,3,1,Month-to-Month,UPI,1
1148,25,12,133.51,1602.12,642,1,56,One Year,Debit Card,1
1149,28,8,30.58,244.64,566,3,8,Two Year,Debit Card,0
1150,58,24,109.53,2628.72,510,3,18,One Year,UPI,1
1151,54,16,146.27,2340.32,342,0,14,Month-to-Month,Net Banking,1
1152,31,50,120.68,6034.0,581,3,52,Month-to-Month,UPI,1
1153,47,4,44.01,176.04,694,0,20,One Year,Net Banking,0
1154,52,38,137.17,5212.46,448,1,49,Month-to-Month,UPI,1
1155,38,44,23.04,1013.76,410,2,15,Month-to-Month,UPI,1
1156,54,27,75.54,2039.58,488,0,1,Two Year,Net Banking,0
1157,22,9,134.26,1208.34,556,0,25,One Year,Credit Card,1
1158,36,47,99.78,4689.66,436,0,43,One Year,Debit Card,0
1159,31,16,67.91,1086.56,607,1,28,Two Year,UPI,0
1160,43,56,50.99,2855.44,729,0,32,One Year,Net Banking,0
1161,21,12,62.51,750.12,539,0,33,One Year,Net Banking,0
1162,42,31,81.25,2518.75,461,1,45,Month-to-Month,Debit Card,0
1163,62,24,54.67,1312.08,552,0,26,Two Year,Debit Card,0
1164,59,55,145.66,8011.3,641,1,6,Month-to-Month,Credit Card,1
1165,42,14,140.63,1968.82,519,1,48,Month-to-Month,UPI,0
1166,35,45,131.89,5935.05,558,0,14,Month-to-Month,Debit Card,0
1167,57,25,69.06,1726.5,584,2,16,Month-to-Month,Credit Card,0
1168,25,34,106.78,3630.52,394,0,8,Month-to-Month,UPI,1
1169,56,3,136.4,409.2,555,2,12,Month-to-Month,UPI,0
1170,57,58,129.06,7485.48,338,0,31,Month-to-Month,Net Banking,0
1171,31,24,68.01,1632.24,420,3,1,Month-to-Month,Debit Card,1
1172,49,54,25.73,1389.42,637,1,58,Month-to-Month,Credit Card,0
1173,68,42,20.59,864.78,604,3,31,Month-to-Month,Credit Card,0
1174,55,9,90.79,817.11,467,0,46,Month-to-Month,Net Banking,1
1175,50,26,99.97,2599.22,704,0,19,One Year,Credit Card,0
1176,40,20,128.98,2579.6,342,2,42,Month-to-Month,Credit Card,1
1177,32,40,50.95,2038.0,475,1,18,Month-to-Month,UPI,0
1178,50,10,33.45,334.5,533,2,45,Month-to-Month,Debit Card,0
1179,42,19,63.06,1198.14,163,0,26,Two Year,Net Banking,0
1180,34,3,59.5,178.5,481,2,35,One Year,Debit Card,0
1181,50,24,28.55,685.2,365,2,58,Month-to-Month,Credit Card,1
1182,64,5,104.12,520.6,367,0,29,Two Year,Credit Card,0
1183,19,3,81.22,243.66,467,3,10,One Year,Credit Card,0
1184,31,58,110.96,6435.68,280,2,15,One Year,Debit Card,0
1185,57,27,59.38,1603.26,403,1,54,Month-to-Month,Net Banking,0
1186,57,16,55.6,889.6,283,0,25,One Year,Net Banking,0
1187,68,49,76.16,3731.84,514,2,29,Month-to-Month,UPI,1
1188,56,15,132.84,1992.6,512,1,1,One Year,Net Banking,0
1189,68,35,15.64,547.4,458,2,33,Two Year,UPI,0
1190,23,12,122.68,1472.16,619,2,40,Two Year,Credit Card,1
1191,23,41,61.66,2528.06,464,2,21,Month-to-Month,Net Banking,0
1192,20,53,129.65,6871.45,497,2,58,Two Year,UPI,1
1193,24,44,122.31,5381.64,391,1,30,Month-to-Month,UPI,0
1194,68,26,58.83,1529.58,223,0,54,Month-to-Month,Debit Card,1
1195,25,47,107.14,5035.58,482,1,52,Month-to-Month,Credit Card,1
1196,59,34,32.35,1099.9,466,1,20,One Year,Net Banking,0
1197,69,23,135.48,3116.04,705,1,35,Month-to-Month,Net Banking,1
1198,32,31,66.63,2065.53,580,2,39,Month-to-Month,Net Banking,1
1199,64,50,73.79,3689.5,450,0,22,Month-to-Month,UPI,0
1200,46,20,108.81,2176.2,516,1,25,One Year,Net Banking,1
1201,50,12,124.92,1499.04,608,1,17,Two Year,Net Banking,0
1202,69,23,43.09,991.07,562,1,14,One Year,Net Banking,0
1203,47,4,102.59,410.36,700,0,33,Month-to-Month,Credit Card,1
1204,56,23,64.88,1492.24,405,1,21,Two Year,Credit Card,0
1205,44,48,61.62,2957.76,617,0,27,One Year,UPI,0
1206,53,55,106.6,5863.0,449,1,42,One Year,Debit Card,1
1207,46,48,64.21,3082.08,523,0,48,One Year,Net Banking,0
1208,55,1,58.46,58.46,433,0,6,Two Year,Net Banking,0
1209,50,54,127.02,6859.08,482,2,39,One Year,UPI,0
1210,54,25,24.18,604.5,525,1,41,Month-to-Month,Net Banking,1
1211,44,2,104.62,209.24,571,1,23,Month-to-Month,Debit Card,0
1212,50,30,44.82,1344.6,507,3,34,One Year,UPI,0
1213,21,3,12.17,36.51,201,4,12,Month-to-Month,Credit Card,1
1214,39,58,33.35,1934.3,490,1,54,One Year,Debit Card,0
1215,19,21,94.93,1993.53,676,0,48,Month-to-Month,Net Banking,1
1216,27,25,109.28,2732.0,489,1,12,Month-to-Month,Debit Card,1
1217,22,20,12.95,259.0,679,2,30,Month-to-Month,Credit Card,1
1218,27,49,15.1,739.9,485,0,58,One Year,UPI,0
1219,50,52,136.36,7090.72,311,2,18,One Year,Debit Card,0
1220,55,22,20.26,445.72,448,2,28,Month-to-Month,UPI,0
1221,30,21,135.19,2838.99,432,3,21,Month-to-Month,UPI,1
1222,48,33,41.94,1384.02,472,1,40,Month-to-Month,Net Banking,1
1223,64,52,113.6,5907.2,357,2,20,Month-to-Month,Net Banking,1
1224,53,38,53.36,2027.68,498,1,15,Month-to-Month,UPI,0
1225,62,15,130.23,1953.45,460,1,29,One Year,Credit Card,0
1226,41,58,108.06,6267.48,654,1,4,Two Year,UPI,0
1227,69,58,66.25,3842.5,354,0,40,Month-to-Month,Credit Card,1
1228,32,46,20.68,951.28,529,2,59,Month-to-Month,Debit Card,1
1229,46,52,112.58,5854.16,549,0,40,One Year,UPI,0
1230,25,15,96.36,1445.4,592,0,5,Two Year,Debit Card,0
1231,22,46,10.41,478.86,456,1,20,Two Year,UPI,0
1232,46,25,11.32,283.0,526,1,41,Month-to-Month,Debit Card,1
1233,64,21,123.23,2587.83,542,1,49,Month-to-Month,Credit Card,1
1234,21,24,46.32,1111.68,302,0,10,Month-to-Month,Debit Card,1
1235,29,57,99.06,5646.42,460,1,23,One Year,Debit Card,0
1236,62,58,73.59,4268.22,496,2,27,One Year,Net Banking,0
1237,19,5,130.88,654.4,510,0,55,Month-to-Month,UPI,1
1238,44,6,138.37,830.22,508,0,14,Two Year,UPI,0
1239,48,49,149.55,7327.95,552,1,38,Month-to-Month,UPI,1
1240,68,43,31.52,1355.36,732,2,45,Two Year,UPI,0
1241,68,48,130.81,6278.88,428,0,39,Month-to-Month,Net Banking,0
1242,53,44,47.24,2078.56,545,2,50,Month-to-Month,Credit Card,0
1243,53,47,92.71,4357.37,656,1,46,Month-to-Month,Debit Card,1
1244,43,23,80.81,1858.63,284,1,18,Month-to-Month,Debit Card,0
1245,60,4,12.52,50.08,532,1,49,One Year,Credit Card,0
1246,44,27,140.59,3795.93,298,0,16,Month-to-Month,Debit Card,0
1247,22,18,20.97,377.46,762,1,2,One Year,Net Banking,0
1248,37,21,106.35,2233.35,562,0,2,Month-to-Month,UPI,1
